judul,abstraksi
Penilaian Kinerja Keuangan Berdasarkan Rasio Keuangan Pada Perusahaan Go Public Sebelum dan Sesudah Merger dan Akuisisi di Bursa Efek Indonesia,"Penelitian ini bertujuan untuk mengetahui apakah terdapat perbedaan yang signifikan pada kinerja keuangan berdasarkan rasio keuangan pada perusahaan public antara sebelum dan sesudah merger dan akuisisi. Kinerja perusahaan diukur dengan menggunakan rasio-rasio keuangan yaitu: CR (Current Ratio), Cash Ratio, TATO (Total Asset Turn Over), DER (Debt to Equity Ratio), Debt Ratio, NPM (Net Profit Margin), ROA (Return of Investment), ROE (Return on Equity) dan EPS (Earning per Share).
	Penelitian ini menggunakan populasi seluruh perusahaan go public non keuangan yang melakukan merger dan akuisisi periode tahun 2009. Pengambilan sampel dalam penelitian ini menggunakan metode purposive sampling, sampel sebanyak 6 perusahaan dari seluruh perusahaan industri manufaktur dan industri lain selain kelompok perusahaan yang bergerak dibidang asuransi, perbankan dan lembaga keuangan lainnya sesuai dengan kriteria yang telah ditentukan, sedangkan data rasio diperoleh dari Bursa Efek Surabaya dan Indonesian Capital Market Directory (ICMD)
	Hasil pengujian menunjukkan bahwa tidak ada perbedaan yang signifikan untuk semua rasio setelah merger dan akuisisi pada semua periode pengamatan dan pengujian. Namun untuk rasio Net Profit Margin dan Return on Equity pada 2 perusahaan sesudah merger dan akuisisi menunjukkan ada perbedaan yang signifikan, namun hasil tersebut tidak cukup kuat untuk membuktikan adanya pengaruh merger dan akuisisi terhadap kinerja keuangan perusahaan go public."
Analisis Faktor-Faktor Yang Mempengaruhi Struktur Modal Pada Perusahaan Makanan dan Minuman Di Bursa Efek Indonesia Periode 2008-2012,"Penelitian ini bertujuan untuk mengetahui dan menganalisis pengaruh ukuran perusahaan, risiko bisnis dan kemampuan laba terhadap struktur modal pada perusahaan makanan dan minuman di Bursa Efek Indonesia periode 2008-2012, baik secara parsial maupun simultan. Penelitian ini menggunakan pendekatan kuantitatif. Penelitian ini menggunakan data sekunder dengan sumber data yang berasal laporan keuangan perusahaan dari bursa efek Indonesia periode 2008-2012, dimana metode yang digunakan adalah purposive sampling yaitu suatu metode pengambilan sampel dengan criteria tertentu. Banyaknya sampel sesuai criteria adalah 10 perusahaan.
Dari hasil penelitian menunjukan bahwa secara parsial variabel yang tidak berpengaruh terhadap struktur modal adalah ukuran perusahaan, risiko bisnis dan kemampuan laba. Sedangkan secara simultan ukuran perusahaan, risiko bisnis dan kemampuan laba tidak berpengaruh terhadap struktur modal. Besarnya pengaruh tersebut adalah 6,2% sedangkan sisanya 93,8% dijelaskan oleh variabel lain
"
PERBANDINGAN PENGARUH STOCK SPLIT DAN DIVIDEN TERHADAP VOLUME PERDAGANGAN SAHAM PADA PERUSAHAAN YANG GO PUBLIC DI BEI (BURSA EFEK INDONESIA),"Tujuan penelitian ini adalah untuk mengetahui pengaruh stock split terhadap volume perdagangan saham pada perusahaan yang go public; untuk mengetahui pengaruh pembagian dividen pada perusahaan yang go public; untuk mengetahui perbandingan stock split dan pembagian dividen secara tunai yang berpengaruh terhadap volume perdagangan saham.
Penelitian ini menggunakan metode kuantitatif. Teknik analisis data yang digunakan adalah uji asumsi klasik, regresi sederhana, dan uji t berpasangan. Variabel yang digunakan dalam penelitian ini ada 2, yaitu (1) Variabel independen meliputi stock split dan dividen, dan (2) Variabel dependen meliputi volume perdagangan saham setelah stock split dan volume perdagangan saham setelah pembagian dividen. Berdasarkan pengambilan data dengan cara purposive sampling didapat 10 sampel perusahaan go public yang terdaftar di Bursa Efek Indonesia yang telah melakukan kebijakan stock split dan pembagian dividen pada tahun yang sama.
Kesimpulan penelitian ini diketahui bahwa hasil uji asumsi klasik melalui uji normalitas menunjukkan seluruh variabel yang diuji bersifat normal yaitu  semua variabel memiliki nilai signifikansi > 0,05. Hasil uji regresi sederhana menunjukkan: (1) Kebijakan stock split tidak ada pengaruh terhadap volume perdagangan saham perusahaan dengan nilai signifikansi 0,733; (2) Pembagian dividen memiliki nilai signifikansinya 0,987, artinya meskipun berpengaruh tetapi tidak signifikan terhadap volume perdagangan saham perusahaan. Berdasarkan hasil uji beda, kedua kebijakan tersebut tidak ada perbedaan terhadap volume perdagangan saham perusahaan dengan nilai signifikansi 0,382.
Kata kunci: stock split, dividen, volume perdangan saham setelah stock split dan pembagian dividen."
ANALISIS BIAYA PENGADAAN AKTIVA TETAP DENGAN MENGGUNAKAN ALTERNATIF LEASING DAN HUTANG JANGKA PANJANG PADA PT. KERETA API INDONESIA (PERSERO),"PT. Kereta Api Indonesia (KAI) merupakan salah satu Badan Usaha Milik Negara yang bertugas untuk menyelenggarakan jasa transportasi. Dalam kegiatan operasionalnya, PT. KAI berusaha untuk melakukan efisiensi agar mendapatkan keuntungan sehingga member tambahan pendapatan pada kas Negara. Untuk menunjang kegiatan operasional peruasahaan, PT. Kereta Api membutuhkan aktiva tetap yang memiliki nilai cukup besar seperti Kereta, Gerbong, Listrik, dll. Dalam melakukan pembiayaan aktiva tetap, perusahaan harus mempertimbangkan pengaruh pembiayaan aktiva tetap tersebut terhadap kemampuan perusahaan yang cukup besar. Tentu disertai dengan harapan terhadap hasil (return) yang seimbang dengan pengeluaran yang telah dilakukan. Untuk memenuhi kebutuhan pembiayaan aktiva tetap, perusahaan dapat menggunakan alternatif sumber dana antara lain, hutang jangka panjang dan leasing.
	Metode penelitian yang dilakukan dalam penelitian ini adalah metode deskriptif. Data yang digunakan adalah laporan keuangan perusahaan PT. Kereta Api Indonesia (Persero) tahun 2012. Data yang diperoleh kemudian diolah dengan membandingkan efisiensi antara leasing dan hutang jangka panjang dengan metode present value.
	Penentuan kebijakan alternatif pendanaan yang akan dipilih adalah dengan melihat total present value terkecil antara leasing dan hutang jangka panjang. Berdasarkan hasil analisis dari penelitian yang dilakukan pada PT. Kereta Api Indonesia (persero) diketahui bahwa alternatif pendanaan hutang jangka panjang lebih menguntungkan dari pada leasing. Hal ini dikarenakan pada alternatif pendanaan hutang jangka panjang memiliki present value yang lebih kecil yaitu 366.441.097.703 dibandingkan dengan present value alternatif leasing sebesar 452.327.248.432.
Kata kunci: leasing, hutang jangka panjang, aktiva tetap.
"
"PENGARUH KEPERCAYAAN DIRI, HARGA DIRI DAN KONSEP DIRI TERHADAP KESIAPAN KERJA MAHASISWA DI PERGURUAN TINGGI NEGERI WILAYAH GERBANG KERTA SUSILA","                                         ABSTRAK
Latar belakang penelitian ini adalah Perguruan Tinggi Negeri menjadi variabel penting dalam mengurangi angka pengangguran dan meningkatkan kesiapan kerja mahasiswa, kesiapan kerja juga dapat dipengaruhi oleh kepercayaan diri pada individu tersebut serta kesiapan kerja yang tinggi juga dapat disebabkan karena mahasiswa secara kompetensi juga lebih siap dan selalu mempunyai sikap positif terhadap dirinya, sehingga bisa meningkatkan kesiapan kerjanya.
Tujuan dari penelitian ini adalah untuk mengetahui besar pengaruh variabel kepercayaan diri, harga diri dan konsep diri terhadap kesiapan kerja mahasiswa Prodi Manajemen di Perguruan Tinggi Negeri Wilayah Gerbang Kertasusila. Sampel dalam penelitian ini adalah sebanyak 97 mahasiswa Prodi Manajemen di Univesitas Trunojoyo Madura. 
Hipotesis penelitian ini Diduga variabel kepercayaan diri  berpengaruh secara signifikan terhadap kesiapan kerja. Diduga variabel harga diri berpengaruh secara signifikan terhadap kesiapan kerja. Diduga variabel konsep diri berpengaruh secara signifikan terhadap kesiapan kerja. 
Berdasarkan hasil analisis regresi linier berganda secara parsial kepercayaan diri, harga diri dan konsep diri berpengaruh terhadap kesiapan kerja. Pengaruh secara simultan yang disebabkan oleh variabel kepercayaan diri, harga diri dan harga diri adalah sebesar 53.112, secara parsial variabel kepercyaan diri thitung sebesar 4.383, konsep diri thitung sebesar 4.383 dan konsep diri thitung sebesar 3.117. Berdasarkan hasil pengujian menunjukkan bahwa hipotesis diterima . Hasil analisis determinasi menunjukkan R2 sebesar 63.1%

Kata Kunci : Konsep diri, Kesiapan Kerja
"
"PENGARUH PENGEMBANGAN SUMBER DAYA MANUSIA DALAM MENINGKATKAN PRODUKTIVITAS KARYAWAN PT. BRI (PERSERO), TBK CAB. BANGKALAN","ABSTRAK

Laili Nur Rahmawati, Pengaruh Pengembangan Sumber Daya Manusia dalam Meningkatkan Produktivitas Karyawan PT. BRI (Persero), Tbk Cab. Bangkalan. Di bawah bimbingan Dr. Hj. Iriani Ismail, Dra.,MM dan Drs. Ec. Mudji Kuswinarno, M,Si.
Produktivitas berkaitan dengan tingkat kemajuan perusahaan. Apabila karyawan tidak mendapatkan pengembangan sumber daya manusia, maka kemajuan perusahaan tidak dapat berkembang. Hipotesis dari penelitian ini adalah diduga pendidikan (X1) dan pelatihan (X2) berpengaruh terhadap produktivitas, serta pendidikan sebagai variabel dominan. Tujuan penelitian ini adalah meneliti pengaruh pendidikan dan pelatihan terhadap produktivitas. Serta meneliti apakah variabel pendidikan berpengaruh dominan.
Berdasarkan analisis menggunakan alat uji regresi linier berganda maka didapatkan hasil, pendidikan berpengaruh terhadap produktivitas sebesar 78,5%.  Pelatihan berpengaruh terhadap produktivitas sebesar 36,4%. Hasil koefesien determinasi berganda (R2) sebesar 0,740, menunjukkan persentase pengaruh pendidikan dan pelatihan terhadap produktivitas karyawan sebesar 74%. Sedangkan 26% dipengaruhi oleh variabel lain yang tidak dimasukkan dalam model penelitian ini. Dari hasil penelitian ini pendidikan berpengaruh dominan sebesar 0,785 karena pendidikan merupakan syarat utama kenaikan jabatan. 

Kata kunci: pengembangan sumber daya manusia, produktivitas.
"
"PENGARUH EMOTIONAL BRANDING TERHADAP
LOYALITAS KONSUMEN PADA PRODUK GARNIER MEN
(Studi Pada Mahasiswa Manajemen Universitas Trunojoyo Madura)","Andrian Agaf. “PENGARUH EMOTIONAL BRANDING TERHADAP LOYALITAS KONSUMEN PADA PRODUK GARNIER MEN (Studi Pada Mahasiswa Manajemen Universitas Trunojoyo Madura)”. Skripsi. Fakultas Ekonomi Universitas Trunojoyo Madura. Februari 2014. Dosen Pembimbing I: Dr. Ir. Nurita Andriani, MM; Dosen Pembimbing II: Nirma Kurriwati, S.P., M.Si. 

       Tujuan dari penelitian ini adalah untuk mengetahui pengaruh empat pilar emotional branding yang terdiri dari hubungan, pengalaman panca indera, imajinasi dan visi secara simultan (bersama – sama) dan secara parsial terhadap loyalitas konsumen pada produk Garnier Men pada mahasiswa manajemen Universitas Trunojoyo Madura. 
       Penelitian ini menggunakan metode kuantitatif. Populasi penelitian ini adalah semua mahasiswa pria jurusan Manajemen Fakultas Ekonomi Universitas Trunojoyo Madura angkatan tahun 2010/2011 – 2012/2013 yang menggunakan produk Garnier Men. Teknik sampling yang digunakan adalah Purposive Sampling karena menetapkan sampel secara acak yang akan dipakai untuk penelitian sesuai dengan kriteria yang diperlukan. Jumlah sampel yang digunakan dalam penelitian ini adalah 50 pengguna Garnier Men. Teknik analisis data dalam penelitian ini menggunakan analisis regresi berganda untuk mengetahui pengaruh antara variabel menggunakan SPSS 16. Berdasarkan analisis regresi linier berganda, dikemukakan bahwa variabel emotional branding yang terdiri dari hubungan, pengalaman panca indera, imajinasi dan visi berpengaruh secara signifikan dan dari keempat variabel yang dikemukakan, variabel pengalaman panca indera paling banyak memberi pengaruh terhadap loyalitas konsumen pada produk Garnier Men dibandingkan variabel – variabel lainnya.

Kata Kunci: Emotional Branding, Loyalitas Konsumen"
PENGARUH KOMPENSASI NON FINANSIAL TERHADAP PRODUKTIVITAS KERJA KARYAWAN   BANK INDONESIA WILAYAH IV SURABAYA,"Uswatun Hasanah, 2014. “Pengaruh Kompensasi Non Finansial Terhadap Produktivitas Kerja Karyawan Bank Indonesia Wilayah IV Surabaya”. Dibawah bimbingan Dr. Hj. Iriani Ismail, Dra.,MM. dan Dra. Hj. S. AnugrahiniIrawati,MM.
Pekerjaan yang ada di Bank Indonesia Wilayah IV Surabaya sangat padat, menyita waktu, serta beban tugas yang cukup berat menjadi latar belakang peneliti untuk melakukan penelitian yang bertujuan untuk mengetahui pengaruh kompensasi non finansial yang terdiri dari pekerjaan dan lingkungan pekerjaan berpengaruh secara bersama-sama terhadap produktivitas kerja karyawan Bank Indonesia Wilayah IV Surabaya, dan untuk mengetahui variabel yang dominan berpengaruh terhadap produktivitas kerja karyawan.
Berdasarkan hasil penelitian menunjukkan bahwa nilai koofisien determinasi berganda (R2) atau R Square sebesar 0.735 hal ini menunjukkan persentase pengaruh variabel pekerjaan dan lingkungan pekerjaan terhadap produktivitas kerja karyawan sebesar 73.5%, sedangkan sisanya 26.5% dipengaruhi atau dijelaskan oleh variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F variabel pekerjaan, dan lingkungan pekerjaan secara simultan berpengaruh bersama-sama dan signifikan terhadap produktivitas kerja karyawan Bank Indonesia Wilayah IV Surabaya. Berdasarkan uji t diketahui secara parsial variabel pekerjaan dan lingkungan pekerjaan berpengaruh signifikan terhadap variabel produktivitas kerja karyawan, Dan variabel yang berpengaruh domian adalah variabel pekerjaan.
Mengingat variabel yang berpengaruh dominan adalah variabel pekerjaan, hendaknya pihak Bank Indonesia Wilayah IV Surabaya memberikan program kreativitas, pelatihan-pelatihan, kegiatan-kegiatan seperti outbond, dan lain sebagainya. Mengingat pekerjaan yang ada cukup berat, dan atas pencapaian produktivitas kerja yang telah terealisasi hendaknya diberikan reward terhadap karyawan dalam bentuk lain, tidak hanya dalam bentuk finansial tetapi dalam bentuk lain yang mungkin berdeda dengan reward-reward sebelumnya.
"
"ANALISIS PENGARUH LIKUIDITAS, AKTIVITAS DAN SOLVABILITAS TERHADAP LABA PADA PERUSAHAAN TRANSPORTASI YANG TERDAFTAR DI BURSA EFEK INDONESIA","Zainab, 2014. Analisis Pengaruh Likuiditas, Aktivitas dan Solvabilitas terhadap Laba Pada Perusahaan Transportasi yang Terdaftar di Bursa Efek Indonesia. Dibawah bimbingan Dr. Chairul Anam, Drs. Ec., M.Kes. dan Hj. Evaliati Amaniyah, S.E., M.S.M.
Penelitian ini bertujuan untuk mengetahui apakah current ratio, total assets turnover,debt to equity ratio dan debt to total assets ratio memiliki pengaruh terhadap laba perusahaan transportasi yang terdaftar di Bursa Efek Indonesia, baik secara simultan maupun parsial.
Penelitian ini menggunakan metode penelitian kuantitatif. Teknik analisa yang digunakan adalah uji regresi linier berganda. Berdasarkan metode purposive sampling diperoleh 10 sampel perusahaan transportasi yang terdaftar di Bursa Efek Indonesia.
Hasil penelitian menunjukkan bahwa likuiditas, aktivitas dan solvabilitas secara simultan mempunyai pengaruh terhadap laba perusahaan. Hal ini dapat dibuktikan dengan nilai Fhitung 6,269 > Ftabel 2,578 dengan signifikansi sebesar 0,000 < 0,05. Karena tingkat signifikansi dari hasil uji F menunjukkan lebih kecil dari 0,05, maka hipotesis yang menyatakan bahwa current ratio, total assets turnover, debt to equity ratio dan debt to total assets ratio berpengaruh secara simultan terhadap laba perusahaan dapat diterima. Secara parsial, variabel yang mempunyai pengaruh terhadap laba perusahaan hanya variabel total asset turnover, sedangkan variabel yang lain yakni current ratio, debt to equity ratio dan debt to total assets ratio tidak berpengaruh terhadap laba perusahaan.
Kata Kunci: current ratio, total assets turnover, debt to equity ratio, debt to total assets ratio, laba
"
Penggunaan Informasi Akuntansi Pertanggungjawaban Berbasis Aktivitas Sebagai Dasar Penilaian Kinerja Pada Ruang Rawat Inap VIP Rumah Sakit Paru BP4 Pamekasan.,"ABSTRAK
Lailia Ningsih, Penggunaan Informasi Akuntansi Pertanggungjawaban Berbasis Aktivitas Sebagai Dasar Penilaian Kinerja ( Pada Ruang Rawat Inap VIP Rumah Sakit Paru BP4 Pamekasan ). Dibawah bimbingan Dr. Chairul Anam, Drs. Ec., M.Kes dan Hj. Evaliati Amaniyah, SE, M.S.M.
Rumah Sakit BP4 merupakan Rumah Sakit Pemerintah yang terikat oleh Badan Hukum. Bentuk badan hukum tersebut adalah Pemendagri maupun Pergub Jatim. Hal tersebut membuat pengelolaan aktiva, pendapatan dan biaya tidak mengalami perkembangan (statis), Oleh karena itu, perlu adanya penggunaaan informasi akuntansi pertanggungjawaban berdasarkan aktivitas guna mencapai keunggulan bersaing sehingga perusahaan dapat tetap mempertahankan eksistensinya.
Tujuan penelitian ini adalah untuk mengetahui suatu aktivitas yang bernilai tambah dan aktivitas tidak bernilai tambah bagi pasien sehingga dapat diketahui seberapa besar penggunaan biaya dari suatu aktivitas yang dilakukan sehingga tidak terjadi adanya pemborosan serta efisiensi biaya dapat tercapai.
Penelitian yang menggunakan metode penelitian deskriptif ini berusaha menggambarkan fenomena yang berkaitan dengan sejumlah variabel yang diteliti. Selanjutnya menganalisis penggunaan informasi akuntansi pertanggungjawaban berbasis aktivitas pada ruang rawat inap VIP Rumah Sakit BP4 Pamekasan.
Dari hasil analisis aktivitas teridentifikasi aktivitas yang tidak bernilai tambah yaitu perhitungan biaya rawat dan pengawasan hasil kerja. Berdasarkan hasil perhitungan biaya dengan menggunakan informasi akuntansi berbasis aktivitas terdapat efisiensi biaya dengan mengeliminasi aktivitas yang tidak bernilai tambah sebesar Rp 435.504.338,99. Hal ini disebabkan karena adanya perhitungan yang terperinci dengan menggunakan cost driver dari setiap aktivitas yang dilakukan.
Kata kunci : Manajemen berbasis aktivitas , Cost driver, Non value added activity"
